date,Doji,Three Crows Pattern,Hammer_Signal,Engulfing,Harami,Three_crows,Piercing,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,RSI,Stochastic,Close
2024-04-01 17:40:00,0,0,0,0,0,0,0,-0.00011700245355452665,0.0036401748657226562,-0.0012302398681640625,7.399376746144098e-05,-0.00025828177418599457,10.963189193180629,10.96272781917027,10.950771150134859,0.005800525687036019,-0.00011047464628985903,23.247769173316556,7.696544127770894,10.954059600830078
2024-04-01 17:45:00,0,0,0,1,0,0,0,-4.926387089316808e-05,0.004220008850097656,0.0015497207641601562,0.00025097493271425604,-0.0001342363323778643,10.962267807551793,10.962696756635394,10.95214067186628,0.005749248057446722,0.00023190432553264802,23.503369377840457,19.922896874569737,10.956600189208984
2024-04-01 17:50:00,0,0,0,0,-1,0,0,-2.3911117414976425e-05,0.002849578857421875,-0.0009899139404296875,4.2911528961278136e-05,-0.0002171688940332433,10.96131065913609,10.96283745765686,10.95349543435233,0.00567375055839552,-9.679436566862686e-05,23.029674843564052,14.819404286566618,10.95553970336914
2024-04-01 17:55:00,0,0,0,0,0,0,0,-1.094294598085188e-05,0.0029296875,-0.0002994537353515625,0.00013327279330373418,-0.00013414328836123735,10.960284982408796,10.962627819606237,10.95479781287057,0.005372504971456678,-2.7333918373695407e-05,20.67313310739746,13.378310156500985,10.955240249633789
2024-04-01 18:00:00,0,0,0,0,0,0,0,-3.4308242016933835e-05,0.0044403076171875,-0.0016298294067382812,0.00012231035822484056,-0.00028301136981420406,10.959016391209193,10.96236641066415,10.955652350471134,0.004713541665969971,-0.0001688949192065479,14.165864922070426,7.159439130838519,10.953390121459961
2024-04-01 18:05:00,0,-1,0,0,0,0,0,-5.6409533780388266e-05,0.004220008850097656,-0.0016298294067382812,0.0002219487553498662,-0.00016334871127357748,10.957911355154854,10.962013176509313,10.956347828819638,0.004656681368250652,-0.00022099942158141224,15.608039348710989,0.7955411585365854,10.950969696044922
2024-04-01 18:10:00,0,0,0,0,0,0,0,-9.474904630970559e-05,0.0041103363037109375,-0.0014600753784179688,0.00013966143595116968,-0.000235613370127098,10.956906386784144,10.961617844445366,10.9570361773173,0.004427412618298937,4.0232845421123716e-05,17.982551326012413,5.455474045872412,10.951410293579102
2024-04-01 18:15:00,0,0,0,0,0,0,0,1.0437233600346652e-05,0.007160186767578125,0.004010200500488281,0.0006537729657564204,0.0,10.956167834145683,10.961328915187291,10.957652364458356,0.0035491447865126915,0.00042904966333338646,29.884972170686453,28.335964342093046,10.956110000610352
2024-04-01 18:20:00,0,0,0,0,0,-1,0,-3.484327761376083e-05,0.006119728088378906,-0.004549980163574219,0.00013324432971835925,-0.00042523304703063575,10.955312865121025,10.960882118770055,10.958273319970994,0.0025464289587605925,-0.0002537682973269167,28.102864719634326,20.268294233581283,10.953330039978027
2024-04-01 18:25:00,1,0,0,0,0,0,0,7.151984928577271e-06,0.007319450378417969,0.00045013427734375,0.00045553489260582064,-0.00021270484377599767,10.95483500616891,10.960297482354301,10.959106899443126,0.0021269421412345724,4.109481104576063e-05,35.42610213154943,30.16815034619189,10.953780174255371
2024-04-01 18:30:00,0,0,0,0,0,0,0,7.562028617931204e-05,0.0049896240234375,0.002349853515625,0.00031772426879664696,-0.00013783434297207238,10.954535688672747,10.960063185010638,10.959263324737549,0.0017365595834635012,0.00012135913892736127,40.93422464306346,49.739198897746284,10.955109596252441
2024-04-01 18:35:00,1,0,0,0,0,0,0,6.30119820391295e-05,0.0052700042724609375,0.0004100799560546875,0.00020180083302478468,-0.0002792826023915053,10.95439352308001,10.959818533488683,10.959481171199254,0.0016187455876231413,-2.2808126031338576e-05,45.24102704428331,50.49525816649104,10.954859733581543
2024-04-01 18:40:00,0,0,0,0,0,0,0,-6.0058451660527365e-05,0.005999565124511719,-0.003330230712890625,0.00013413581542911796,-0.0004134621176432903,10.954177788325719,10.959487097603935,10.959805443173362,0.0016128292186733326,-0.00018622778951160268,43.11731212239753,27.955742887249734,10.95281982421875
2024-04-01 18:45:00,0,0,-1,0,0,0,0,3.6623657640788564e-06,0.0035600662231445312,0.0007104873657226562,0.0002821104368323386,-4.292606338220461e-05,10.95405353818621,10.959084953580584,10.959821156093053,0.001590768613571323,6.48658824101022e-05,46.061155739828976,35.806111696522656,10.953530311584473
2024-04-01 18:50:00,0,0,0,0,0,0,0,-9.118996200907504e-06,0.0040302276611328125,-0.00157928466796875,0.00011230083251479955,-0.00025559321260732674,10.953997884477888,10.958593538829259,10.959817840939476,0.00160316415969703,-2.2811414554195532e-05,48.1555063891272,33.04531085353003,10.953280448913574
2024-04-01 18:55:00,0,0,-1,0,0,0,0,-3.924323021755605e-05,0.0019998550415039062,-0.0003204345703125,0.0001533257985152734,-2.9254666837667158e-05,10.95373787198748,10.958002839769636,10.959710461752755,0.0014476727158502056,-2.925509476378655e-05,40.370351682728696,29.50474183350896,10.952960014343262
