date,Hammer,Doji,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Volatility,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-29 17:00:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0794700781504314,1.0786154965559642,0.00033957759058800827,0.0,23.525872442839955,-0.00014034595095124835,-0.00014702428055710827,9.083302342878394,1.079097867012024
2024-03-29 17:05:00,0,0,0,0.00010793041062484576,0.00011646747589111328,0.00011646747589111328,0.000107930410624948,0.0,1.07944741513994,1.0786238968372346,0.0003284830847937074,0.00010792458655713585,29.407870983271152,-0.0001249150290187906,-0.00014260243024944474,19.98568067914493,1.079214334487915
2024-03-29 17:10:00,0,0,0,-0.00010791876290849878,0.00011646747589111328,-0.00011646747589111328,0.0,-0.00010791876290855315,1.0794215169217851,1.078630358643002,0.0003181036455425342,-0.0001079245865571837,27.774936061381084,-0.00012069259505143037,-0.0001382204632098419,11.104796544669243,1.079097867012024
2024-03-29 17:15:00,1,0,0,0.00010793041062484576,0.0,0.0,0.0,0.0,1.079398853911294,1.078637467490302,0.00030261698399946233,0.00010792458655713585,31.574413094981693,-0.00010671815332430334,-0.00013192000123273418,22.209593089338487,1.079214334487915
2024-03-29 17:20:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0793761909008026,1.0786445763376025,0.0002844941556752121,0.0,31.574413094981693,-9.45533553520228e-05,-0.00012444667205659192,22.209593089338487,1.079214334487915
2024-03-29 17:25:00,0,0,0,-0.00010791876290849878,0.00011646747589111328,0.0,0.000107930410624948,0.0,1.0793535312016804,1.0786497473716736,0.000273042676317636,-0.0001079245865571837,31.576113294922195,-9.323585239240373e-05,-0.00011820450812375429,11.104796544669243,1.079097867012024
2024-03-29 17:30:00,1,0,0,0.00010793041062484576,0.0,0.0,0.0,0.0,1.079334106710222,1.0786555654472776,0.0002569035844718282,0.00010792458655713585,34.99590750971967,-8.185025111484556e-05,-0.00011093365672197256,22.209593089338487,1.079214334487915
2024-03-29 17:35:00,0,0,0,0.0,0.00011646747589111328,0.0,0.0,-0.00010791876290855315,1.0793146822187636,1.0786620292398665,0.00023810077404622549,0.0,34.99590750971967,-7.199714183925288e-05,-0.00010314635374542862,22.209593089338487,1.079214334487915
2024-03-29 17:40:00,0,0,0,-0.00010791876290849878,0.00011646747589111328,0.0,0.000107930410624948,0.0,1.0792920225196414,1.0786672002739377,0.00021799041405979455,-0.0001079245865571837,33.330085261875766,-7.274784185873351e-05,-9.706665136808962e-05,11.104796544669243,1.079097867012024
2024-03-29 17:45:00,0,0,0,0.00010793041062484576,0.00011646747589111328,0.00011646747589111328,0.000107930410624948,0.0,1.0792758365472157,1.0786736640665266,0.00020085134372528534,0.00010792458655713585,38.09198986552329,-6.321610913206932e-05,-9.029654292088557e-05,24.987212276214834,1.079214334487915
2024-03-29 17:50:00,0,0,0,0.0,0.00011646747589111328,0.00011646747589111328,0.000107930410624948,0.0,1.07925965057479,1.0786801278591156,0.0001806619288168241,0.0,38.09198986552329,-5.502781586619321e-05,-8.324279750994709e-05,24.987212276214834,1.079214334487915
2024-03-29 17:55:00,0,0,0,0.0,0.00011646747589111328,0.0,0.0,-0.00010791876290855315,1.0792402260833316,1.0786852995554606,0.00014296403141103123,0.0,34.99437225007674,-4.798538876737979e-05,-7.619131576143365e-05,28.55890090616779,1.079214334487915
2024-03-29 18:00:00,0,0,0,-0.00010791876290849878,0.00011646747589111328,0.0,0.000107930410624948,0.0,1.079227281941308,1.0786904705895317,0.00013388340554795696,-0.0001079245865571837,38.88794132696572,-5.121182841905103e-05,-7.119541829295713e-05,16.66098226466576,1.079097867012024
2024-03-29 18:05:00,1,0,0,0.00010793041062484576,0.0,0.0,0.0,0.0,1.079214334487915,1.0786969343821207,0.00010980658929952397,0.00010792458655713585,38.88446668182852,-4.386520239529901e-05,-6.57293751134255e-05,33.32196452933152,1.079214334487915
2024-03-29 18:10:00,0,0,0,0.00010791876290849878,0.00011646747589111328,0.00011646747589111328,0.00010791876290855315,0.0,1.079214334487915,1.0787033994992574,0.00010980658929952397,0.00010791294009772819,50.0,-2.8318557691253687e-05,-5.8247211628991146e-05,59.987720016373316,1.0793308019638062
2024-03-29 18:15:00,0,0,0,0.0,0.00011646747589111328,0.00011646747589111328,0.00010791876290855315,0.0,1.079214334487915,1.0787105103333792,0.00010980658929952397,0.0,50.0,-1.5815419445175394e-05,-4.9760853192228e-05,59.987720016373316,1.0793308019638062
2024-03-29 18:20:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.079214334487915,1.078717621167501,0.00010980658929952397,0.0,50.0,-5.839280711628092e-06,-4.097653869610802e-05,59.987720016373316,1.0793308019638062
2024-03-29 18:25:00,0,0,0,-0.00010790711770591876,0.00011646747589111328,-0.00011646747589111328,0.0,-0.00010790711770590131,1.0792078640725877,1.078725375731786,0.00010251065747943778,-0.00010791294009780001,43.75,-7.247525869669147e-06,-3.423073613082025e-05,39.991813344248875,1.079214334487915
2024-03-29 18:30:00,0,0,0,0.00010791876290849878,0.00011646747589111328,0.00011646747589111328,0.00010791876290855315,0.0,1.0792078640725877,1.078733131620619,0.00010251065747943778,0.00010791294009772819,50.0,1.0225938171792848e-06,-2.7180070141220344e-05,59.987720016373316,1.0793308019638062
2024-03-29 18:35:00,1,0,0,-0.00010790711770591876,0.0,0.0,0.0,0.0,1.0792046288649242,1.0787408861849044,0.00010039574484603483,-0.00010791294009780001,47.05882352941176,-1.800473950375192e-06,-2.2104150903051313e-05,39.991813344248875,1.079214334487915
2024-03-29 18:40:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0791981584495969,1.0787479950322045,9.167690332325373e-05,0.0,43.75,-3.991760959554114e-06,-1.8481672914351873e-05,39.991813344248875,1.079214334487915
2024-03-29 18:45:00,0,0,0,0.0,0.00011646747589111328,0.0,0.00010791876290855315,0.0,1.0791949232419331,1.07875574959649,8.895350402038692e-05,0.0,46.666666666666664,-5.6630911127175665e-06,-1.591795655402501e-05,39.991813344248875,1.079214334487915
2024-03-29 18:50:00,0,0,0,0.00010791876290849878,0.00011646747589111328,0.00011646747589111328,0.00010791876290855315,0.0,1.0791949232419331,1.0787641512023078,8.895350402038692e-05,0.00010791294009772819,50.0,2.382851614690651e-06,-1.225779492028188e-05,59.987720016373316,1.0793308019638062
